PID,Yr_Sold,Mo_Sold,Gr_Liv_Area,Longitude,Latitude,Sale_Price
0527359030,2008,4,1444,-93.635216,42.049449,159900
0527359070,2008,9,1964,-93.63417690000001,42.04986,205000
0527378020,2008,11,1178,-93.631129,42.049609,157000
0527380240,2008,6,2340,-93.630231,42.051074,306000
0527401130,2008,6,1792,-93.626544,42.056306,133000
0527402060,2008,7,1054,-93.627875,42.05539,151000
0527402130,2008,9,936,-93.626511,42.055304,111900
0527403360,2008,5,864,-93.630208,42.054328,123000
0527425035,2008,4,864,-93.624265,42.0564348,111250
0527427110,2008,8,1337,-93.624873,42.054693,181000
0527450110,2008,2,987,-93.62897099999999,42.052794,103400
0527450250,2008,11,987,-93.627629,42.052755,100000
0527450520,2008,4,987,-93.627114,42.051479,100500
0527451060,2008,9,987,-93.62946199999999,42.052332,106000
0527451290,2008,7,987,-93.62765,42.051678,85400
0527451400,2008,8,987,-93.627309,42.051687,89500
0527451550,2008,12,1302,-93.629425,42.051659,111750
0527452150,2008,10,1069,-93.627234,42.050001,140000
0527453160,2008,5,1456,-93.625986,42.05068,143000
0527454120,2008,9,1055,-93.625848,42.050257,148500
0527455270,2008,10,892,-93.62649,42.04845,110000
0528102030,2008,11,1932,-93.658873,42.062046,394617
0528102110,2008,8,2332,-93.6573126,42.0632692,426000
0528104050,2008,6,2084,-93.652941,42.063129000000004,385000
0528104080,2008,11,2713,-93.652744,42.062925,446261
0528108150,2008,1,1582,-93.654642,42.062259,317500
0528110080,2008,1,1710,-93.6566551,42.0624143,372402
0528110110,2008,8,2464,-93.657832,42.062432,417500
0528114040,2008,5,1950,-93.657889,42.061133,383000
0528118030,2008,10,2748,-93.657188,42.06027,390000
0528118090,2008,6,2790,-93.656801,42.060427,460000
0528120130,2008,8,2331,-93.65369,42.060766,379000
0528142020,2008,6,2088,-93.654734,42.060425,250000
0528142140,2008,7,2332,-93.654443,42.0599011,316000
0528164060,2008,2,2470,-93.656958,42.058484,615000
0528166120,2008,3,2668,-93.65572,42.058683,412500
0528170070,2008,8,2046,-93.652549,42.058573,284000
0528172080,2008,6,1575,-93.651216,42.058649,284000
0528178070,2008,1,2649,-93.655587,42.057028,421250
0528178090,2008,7,2690,-93.654914,42.058694,370000
0528180110,2008,11,1866,-93.654187,42.057164,336860
0528180140,2008,10,1702,-93.6513669,42.0579589,367294
0528181010,2008,6,1367,-93.649744,42.0582,192000
0528186030,2008,4,1518,-93.653868,42.056766,274000
0528186080,2008,7,1684,-93.65276899999999,42.0570189,266000
0528186130,2008,6,1800,-93.651845,42.057446,370967
0528186160,2008,6,1342,-93.651163,42.057179,234250
0528186170,2008,2,1342,-93.6514243,42.0571198,219500
0528188090,2008,10,1626,-93.649997,42.057468,155000
0528188150,2008,10,1626,-93.650607,42.057094,154000
0528190010,2008,7,1358,-93.65089,42.056616,207000
0528228345,2008,8,1455,-93.640176,42.063336,195000
0528228405,2008,5,1576,-93.640958,42.062299,219990
0528228445,2008,5,1504,-93.6424399,42.062285,191000
0528228465,2008,3,1266,-93.643039,42.062004,159895
0528228540,2008,3,1246,-93.642326,42.063301,187687
0528235020,2008,7,1515,-93.642641,42.061316,179000
0528235120,2008,4,1593,-93.643522,42.059635,193000
0528235180,2008,7,1166,-93.643964,42.061544,190000
0528240040,2008,7,1456,-93.64177099999999,42.0609759,176000
0528240050,2008,7,1720,-93.641416,42.06132,188000
0528250030,2008,5,1986,-93.640051,42.061312,213000
0528253020,2008,11,1358,-93.649587,42.058377,217300
0528280130,2008,5,1792,-93.641331,42.057986,186500
0528280180,2008,7,1892,-93.642397,42.058595,226750
0528290010,2008,2,1490,-93.64426979999999,42.0600066,184000
0528290090,2008,4,1414,-93.643632,42.059507,176000
0528292060,2008,5,2322,-93.641342,42.05695,225000
0528294060,2008,5,1651,-93.640959,42.058581,185900
0528315060,2008,9,2199,-93.654594,42.053879,284500
0528315110,2008,6,2630,-93.65412,42.053666,315000
0528326030,2008,12,2198,-93.653324,42.055748,250000
0528326110,2008,6,2172,-93.650932,42.055777,291000
0528346050,2008,7,2006,-93.651562,42.0522319,350000
0528354100,2008,6,2125,-93.655279,42.052272,279500
0528363020,2008,6,2501,-93.656036,42.050383,290000
0528363110,2008,8,2113,-93.653929,42.05162,350000
0528365060,2008,8,2418,-93.65579,42.049501,341000
0528365080,2008,7,2197,-93.653908,42.049696,287500
0528387050,2008,8,2127,-93.65180099999999,42.050692,271000
0528390020,2008,8,1987,-93.650996,42.049484,301500
0528427010,2008,6,1580,-93.644107,42.054236,235128
0528427070,2008,1,1933,-93.644145,42.055157,214000
0528429050,2008,7,1574,-93.642334,42.055102,232000
0528429070,2008,5,1578,-93.642108,42.054415,240000
0528429080,2008,8,1506,-93.642092,42.054366,264132
0528431060,2008,10,1563,-93.642376,42.054306,245000
0528431080,2008,7,1428,-93.643976,42.054319,227680
0528431120,2008,7,1861,-93.64403,42.055517,257000
0528435020,2008,2,1874,-93.644024,42.054227,297900
0528439010,2008,8,1460,-93.643788,42.053183,247000
0528458030,2008,7,1372,-93.650397,42.051646,212700
0528458050,2008,5,1372,-93.650358,42.05165,250580
0528462040,2008,12,1428,-93.648255,42.050307,182000
0528477040,2008,2,1768,-93.643836,42.052278,226700
0528478030,2008,8,1992,-93.64119,42.052456,250000
0528478040,2008,7,1958,-93.640924,42.052275,250000
0528480060,2008,4,2078,-93.64304229999999,42.0520487,339750
0528480160,2008,5,1665,-93.643692,42.05138,205950
0528482020,2008,6,1660,-93.641651,42.052173,256000
0528488140,2008,4,1218,-93.644018,42.051224,230348
0528490080,2008,5,1728,-93.639662,42.050899,207500
0531363060,2008,4,1080,-93.692497,42.037836,141000
0531371070,2008,7,1696,-93.692431,42.035271,188000
0531373060,2008,7,1663,-93.691695,42.035132,192500
0531375050,2008,6,1175,-93.691836,42.037918,146000
0531375110,2008,6,1114,-93.690761,42.037806,159000
0531375120,2008,7,1114,-93.690364,42.03805,155000
0531376010,2008,12,1640,-93.691246,42.036525,173000
0531376070,2008,3,1162,-93.69124,42.037258,170000
0531382090,2008,4,1609,-93.689769,42.035875,182000
0531382110,2008,10,1680,-93.689024,42.035878,163000
0531382120,2008,10,1679,-93.688981,42.035878,193500
0531384030,2008,11,1657,-93.689801,42.034988,189000
0531385060,2008,9,1677,-93.688803,42.036089,190500
0531450030,2008,5,1737,-93.687819,42.034535,175000
0531450090,2008,6,1294,-93.687831,42.035666,179200
0531450170,2008,6,1710,-93.687847,42.036839,187000
0531451020,2008,7,1617,-93.686428,42.036501,193000
0531452140,2008,3,1199,-93.686278,42.036466,153900
0532351050,2008,8,984,-93.674093,42.036039,128000
0532353050,2008,9,912,-93.675743,42.035179,144000
0532354150,2008,7,864,-93.673965,42.034614,135000
0532376170,2008,4,890,-93.670997,42.03569,115000
0532377020,2008,1,864,-93.672503,42.035703,119916
0532378200,2008,5,912,-93.670551,42.03459,142000
0532477030,2008,7,1430,-93.66203,42.0375,192000
0532479020,2008,7,1641,-93.660522,42.034532,140000
0533125080,2008,6,2683,-93.653482,42.047666,290000
0533125140,2008,6,2786,-93.653232,42.048607,372500
0533206050,2008,7,1391,-93.647488,42.047467,196000
0533208080,2008,3,1250,-93.646063,42.048089,171900
0533208140,2008,6,1245,-93.646113,42.048191,178000
0533212050,2008,5,1200,-93.64489,42.047806,165000
0533212140,2008,3,1392,-93.644891,42.047571,146000
0533212150,2008,2,1392,-93.644891,42.047548,146000
0533213070,2008,8,1501,-93.644172,42.047102,179400
0533213120,2008,4,1549,-93.644118,42.047103,172900
0533215020,2008,7,1638,-93.646984,42.046381,300000
0533215030,2008,7,1310,-93.646986,42.046377,285000
0533215040,2008,9,1419,-93.646989,42.046372,290000
0533215070,2008,6,1557,-93.647047,42.046088,305000
0533215080,2008,1,1709,-93.647044,42.046085,328900
0533217050,2008,3,1252,-93.643746,42.046961,160000
0533217060,2008,6,1404,-93.643729,42.046962,170000
0533234020,2008,6,1789,-93.643378,42.046647,223000
0533236060,2008,12,1586,-93.641785,42.047171,170000
0533236070,2008,12,1607,-93.64177,42.047171,200000
0533236090,2008,2,2393,-93.641742,42.047171,345000
0533250050,2008,12,1288,-93.647655,42.045012,245500
0533250110,2008,8,1239,-93.648705,42.044419,217500
0533250160,2008,5,1719,-93.648954,42.044642,324000
0533251120,2008,6,1232,-93.645713,42.044693,162500
0533350090,2008,6,2944,-93.655582,42.036729,150000
0533350120,2008,5,1671,-93.658315,42.037578,290000
0534104100,2008,4,1812,-93.63922509999999,42.04872599999999,205000
0534126090,2008,5,1682,-93.635095,42.047928,174000
0534127210,2008,5,1427,-93.63432720000002,42.0492538,183000
0534127230,2008,10,1740,-93.634976,42.049141,150000
0534128050,2008,10,1258,-93.631526,42.048762,145000
0534129060,2008,8,1620,-93.631779,42.046399,215000
0534175140,2008,8,1625,-93.6324549,42.042943,140500
0534177180,2008,6,2614,-93.631245,42.04378,240000
0534201240,2008,6,1464,-93.6264356,42.0458538,141000
0534202130,2008,12,912,-93.6261431,42.0471033,147000
0534204030,2008,7,925,-93.624762,42.046584,135000
0534225110,2008,11,1728,-93.62462,42.047541,145000
0534225120,2008,11,1728,-93.624632,42.048185,142600
0534250010,2008,11,1656,-93.6304229,42.04535509999999,135000
0534250335,2008,5,1670,-93.629079,42.044262,170000
0534250370,2008,7,2715,-93.630152,42.044058,299800
0534250410,2008,7,1876,-93.630732,42.044851,185000
0534251280,2008,7,1632,-93.625925,42.043142,173000
0534252090,2008,7,999,-93.624499,42.043845,178400
0534252270,2008,4,1978,-93.625799,42.044101,176000
0534276190,2008,3,1014,-93.621336,42.042398,98000
0534277060,2008,7,907,-93.622673,42.044773,109008
0534277070,2008,4,952,-93.622662,42.044773,135750
0534400030,2008,12,1128,-93.629259,42.041229,155000
0534400060,2008,7,1425,-93.629555,42.04066,180500
0534401130,2008,5,1165,-93.62774089999999,42.039235,174900
0534401190,2008,7,1136,-93.629884,42.040112,140000
0534403050,2008,7,1092,-93.62770979999999,42.0417754,145000
0534403080,2008,10,1265,-93.6267969,42.0417764,179900
0534403100,2008,6,1350,-93.626171,42.041811,168500
0534403260,2008,5,1114,-93.626762,42.038323,140000
0534426040,2008,8,1053,-93.623267,42.04102,145500
0534427040,2008,10,1252,-93.62192259999999,42.04186989999999,142000
0534428020,2008,4,1100,-93.621566,42.041172,141000
0534428100,2008,8,1118,-93.622076,42.040296,153000
0534451080,2008,7,720,-93.628205,42.035582,72500
0534451170,2008,7,729,-93.62936,42.035571,52000
0534452060,2008,1,1077,-93.627578,42.034563,118000
0534453140,2008,9,906,-93.628236,42.035741,87000
0534455030,2008,2,1496,-93.6285065,42.0380577,141500
0534477080,2008,4,1252,-93.622644,42.036178,119000
0534477090,2008,9,1337,-93.622644,42.036102,141500
0534477270,2008,10,1661,-93.623556,42.03713,165500
0534479150,2008,6,1036,-93.620487,42.034679,112900
0535103050,2008,5,1820,-93.6167,42.048952,201800
0535104020,2008,6,1362,-93.616552,42.047782,163000
0535105030,2008,9,1144,-93.6178602,42.0470858,139950
0535105060,2008,7,1537,-93.61699159999999,42.0470799,174000
0535105090,2008,12,1431,-93.615685,42.046935,165000
0535126140,2008,8,1988,-93.615614,42.046572,227000
0535150210,2008,7,1098,-93.617179,42.042373,135000
0535150280,2008,8,1144,-93.6193303,42.0423032,124000
0535151160,2008,10,1283,-93.619022,42.044736,140000
0535152200,2008,5,1176,-93.618634,42.043988,136500
0535153140,2008,6,1440,-93.617544,42.044791,185000
0535153150,2008,11,1261,-93.617543,42.044853,163000
0535176100,2008,5,1570,-93.613222,42.044304,166800
0535178060,2008,5,1196,-93.614856,42.042187,139000
0535179060,2008,6,1392,-93.61307699999999,42.0438199,166000
0535180100,2008,6,1080,-93.612394,42.042023,136000
0535180120,2008,4,1104,-93.613383,42.042304,133000
0535301080,2008,5,882,-93.617238,42.040479,116000
0535302130,2008,5,1152,-93.617084,42.040301,137500
0535302140,2008,7,950,-93.617086,42.040391,130000
0535303030,2008,9,1790,-93.61940430000001,42.0404436,180000
0535305030,2008,6,952,-93.615621,42.039531,139000
0535305160,2008,4,773,-93.61707,42.038516,110000
0535327230,2008,10,1764,-93.612264,42.039445,100000
0535352080,2008,10,1216,-93.6165173,42.0372039,118500
0535354200,2008,1,1824,-93.618457,42.03471,146000
0535375140,2008,8,869,-93.615484,42.037302,89900
0535375160,2008,5,1159,-93.615484,42.037459,114000
0535380050,2008,4,1558,-93.61076,42.035893,140000
0535380110,2008,7,672,-93.612269,42.035723,86900
0535380140,2008,6,1436,-93.612265,42.035938,139000
0535383100,2008,8,1294,-93.612253,42.035222,106250
0535402120,2008,3,1716,-93.607422,42.040021,171000
0535403010,2008,6,1044,-93.610663,42.040142,139000
0535425060,2008,4,1312,-93.605189,42.041173,186000
0535426260,2008,5,1253,-93.605659,42.038686,157000
0535426350,2008,6,1081,-93.607174,42.039987000000004,148000
0535427070,2008,11,2069,-93.604106,42.039568,242000
0535451010,2008,10,910,-93.60821899999999,42.03807,116000
0535451050,2008,2,876,-93.607957,42.037125,94000
0535451230,2008,7,1048,-93.608909,42.037104,98300
0535452120,2008,8,1507,-93.60688,42.035813,127000
0535453020,2008,5,1256,-93.605971,42.037162,159000
0535453040,2008,11,1027,-93.60597,42.037006,125900
0535453210,2008,6,1269,-93.606788,42.037291,155000
0535454150,2008,9,1320,-93.610604,42.034811,138000
0535455060,2008,6,984,-93.607948,42.034564,112500
0535455080,2008,6,832,-93.60876499999999,42.034789,105500
0535455090,2008,4,1278,-93.608903,42.034686,127500
0535456050,2008,11,1800,-93.6071073,42.0347301,130000
0535456070,2008,3,1588,-93.607799,42.034636,150000
0535456100,2008,7,825,-93.607801,42.034801,109500
0535475020,2008,10,1796,-93.604986,42.036973,140000
0535476370,2008,6,1611,-93.604837,42.037025,167900
0535477090,2008,5,1117,-93.603702,42.035724,136870
0902100020,2008,12,1133,-93.6195726,42.0342174,143000
0902100030,2008,6,764,-93.61941499999999,42.034128,73000
0902102060,2008,6,1539,-93.615582,42.033379,157500
0902105010,2008,1,1360,-93.61648000000001,42.03305659999999,111000
0902105020,2008,6,2792,-93.615596,42.032392,256000
0902105130,2008,8,672,-93.616991,42.032419,64000
0902107030,2008,6,1456,-93.617106,42.03136,139500
0902109080,2008,6,1594,-93.6189373,42.030427,118000
0902109110,2008,6,2082,-93.6195822,42.0304142,200000
0902109120,2008,5,1656,-93.6198478,42.030418,119164
0902109160,2008,6,1740,-93.620219,42.030482,122250
0902128075,2008,2,1027,-93.613969,42.032161,120000
0902128150,2008,5,1436,-93.615447,42.032272,155000
0902134100,2008,9,899,-93.615031,42.030406,78000
0902136110,2008,9,1080,-93.61128869999999,42.0303597,95000
0902201120,2008,4,789,-93.608867,42.033435,115000
0902201140,2008,5,1122,-93.60887,42.033571,147000
0902202090,2008,6,1499,-93.607771,42.033249,140000
0902205070,2008,3,407,-93.606764,42.032008,46500
0902205090,2008,6,928,-93.607713,42.032094,112500
0902205140,2008,8,901,-93.607724,42.032381,107900
0902207120,2008,12,1588,-93.606802,42.0311,65000
0902207220,2008,5,3493,-93.6077128,42.0304823,295000
0902300110,2008,2,1627,-93.61844,42.029028,139500
0902300215,2008,6,1416,-93.620179,42.029058,153900
0902300260,2008,3,1450,-93.620183,42.02928,132000
0902301140,2008,5,1344,-93.618296,42.029253,98000
0902301150,2008,5,1017,-93.618297,42.029281,114000
0902304060,2008,4,2350,-93.617386,42.028287,130000
0902305080,2008,4,2058,-93.616885,42.02793,129500
0902306120,2008,2,1540,-93.616998,42.027073,129400
0902306130,2008,10,1378,-93.616996,42.027032,161000
0902326060,2008,4,1912,-93.612239,42.029084,163000
0902328040,2008,6,1484,-93.613845,42.02813,128000
0902330010,2008,12,2358,-93.6096888,42.02882839999999,122000
0902401010,2008,8,1111,-93.6096482,42.0287814,116900
0902402260,2008,11,1086,-93.608752,42.029209,55000
0902405070,2008,12,2495,-93.60755209999999,42.0273991,184000
0902406020,2008,6,984,-93.6059697,42.0272517,110000
0902406090,2008,11,1795,-93.606196,42.02774,131500
0902427045,2008,12,882,-93.604486,42.026691,97000
0902427150,2008,5,1093,-93.6043548,42.02726639999999,115500
0903201030,2008,7,1143,-93.628806,42.03361,138000
0903204010,2008,8,1668,-93.6267116,42.0343116,108000
0903204095,2008,8,935,-93.625728,42.03338,79500
0903206070,2008,7,1738,-93.625926,42.03047,153000
0903225050,2008,5,784,-93.624715,42.033456,109500
0903225140,2008,5,1210,-93.625584,42.033568,124000
0903225160,2008,4,1290,-93.625589,42.033699,106900
0903226060,2008,7,1672,-93.623666,42.03337,164900
0903226150,2008,7,949,-93.624566,42.033511,119000
0903227080,2008,7,1158,-93.623514,42.033321,120000
0903228040,2008,5,1497,-93.621532,42.033473,157000
0903228060,2008,4,1342,-93.621532,42.033366,105000
0903228090,2008,4,1013,-93.622102,42.033493,113000
0903230110,2008,4,1216,-93.624688,42.031354,115000
0903230120,2008,4,896,-93.624687,42.031293,79000
0903231080,2008,8,1136,-93.623632,42.031493,123000
0903232030,2008,6,808,-93.622566,42.032476,81300
0903232090,2008,6,1573,-93.622552,42.031461,162900
0903233080,2008,1,2009,-93.621485,42.031496,150000
0903234090,2008,10,1902,-93.620392,42.031467,123500
0903234100,2008,4,1774,-93.620391,42.031432,129900
0903235010,2008,6,1362,-93.624591,42.031049,128000
0903235100,2008,5,520,-93.624471,42.030388,68500
0903236010,2008,1,1285,-93.6218858,42.031057,127000
0903400180,2008,6,1848,-93.627,42.029399,207000
0903401020,2008,6,1820,-93.625556,42.028426,184000
0903401030,2008,3,1716,-93.625539,42.028274,162500
0903401050,2008,7,1505,-93.625434,42.027065,145000
0903425420,2008,5,838,-93.625623,42.029556,130000
0903426160,2008,9,1984,-93.621676,42.02903,160000
0903427090,2008,6,1666,-93.621065,42.029038,161000
0903429010,2008,6,1609,-93.62082939999999,42.0286305,127500
0903452025,2008,7,768,-93.6259506,42.0255246,93850
0903453050,2008,5,1536,-93.628447,42.024111,136000
0903454100,2008,11,1969,-93.627729,42.024265,141000
0903455030,2008,4,1308,-93.6261621,42.0249938,120000
0903455140,2008,7,1040,-93.6265884,42.0242588,127500
0903456130,2008,8,1236,-93.6295,42.022574,127000
0903458110,2008,3,1406,-93.625289,42.02295,89500
0903475020,2008,6,825,-93.62373799999999,42.026478,125000
0903476110,2008,9,1198,-93.621921,42.0262558,79900
0903481010,2008,8,759,-93.624819,42.024885,85000
0903481100,2008,5,1344,-93.6246096,42.0242331,82375
0903484020,2008,6,1469,-93.62458,42.023716,135000
0904100020,2008,9,1054,-93.658159,42.034391,124000
0904100040,2008,8,1211,-93.656979,42.034409,134000
0904100160,2008,8,1271,-93.657958,42.033423,135000
0904101170,2008,7,1588,-93.657031,42.031281,134432
0904351280,2008,9,1355,-93.658395,42.02393,127500
0905100020,2008,5,1075,-93.675551,42.033604,148000
0905102170,2008,2,1040,-93.669806,42.033225,129500
0905103030,2008,12,1096,-93.672241,42.032365,157500
0905104080,2008,12,904,-93.676873,42.031571,109900
0905104110,2008,7,992,-93.677717,42.031248,145000
0905104180,2008,5,894,-93.677945,42.031123,130000
0905107280,2008,5,1034,-93.672718,42.031348,153000
0905107380,2008,3,1073,-93.674179,42.03156,120000
0905108170,2008,3,1126,-93.671905,42.030552,152000
0905200090,2008,1,1258,-93.666954,42.034428,108959
0905200100,2008,1,1140,-93.666912,42.034428,95541
0905200160,2008,7,1006,-93.665521,42.033454,80000
0905200510,2008,6,1228,-93.669465,42.033834,149350
0905201020,2008,5,960,-93.663727,42.034414,144900
0905201110,2008,6,1188,-93.665355,42.032495,185000
0905201120,2008,6,1383,-93.665356,42.032566,165000
0905202230,2008,3,1252,-93.666979,42.032155,235000
0905225040,2008,12,1601,-93.662134,42.03392,140000
0905226030,2008,8,672,-93.660673,42.033692,108000
0905226110,2008,12,1721,-93.660812,42.032653,145000
0905227050,2008,6,1350,-93.660521,42.033559,152400
0905300020,2008,6,904,-93.678125,42.029453,144000
0905351089,2008,11,1291,-93.67621899999999,42.024662,173000
0905352030,2008,3,2022,-93.6739889,42.0243033,192000
0905352070,2008,4,1524,-93.67358000000002,42.02521,245000
0905401045,2008,4,1363,-93.666066,42.028568,241500
0905401060,2008,3,1663,-93.666216,42.028595,256000
0905402090,2008,5,1357,-93.666147,42.027332,177000
0905403060,2008,1,1079,-93.66515,42.027507,125600
0905403150,2008,6,1094,-93.665571,42.027555,155000
0905425125,2008,9,2358,-93.663054,42.028381,240000
0905426030,2008,1,1518,-93.663123,42.028233,260000
0905427050,2008,7,1674,-93.660595,42.028188,185000
0905427070,2008,7,2108,-93.6608625,42.0280297,235000
0905451330,2008,7,1509,-93.667534,42.024025,159900
0905452070,2008,4,864,-93.66506590000002,42.0257161,99600
0905452120,2008,11,1269,-93.66525999999999,42.025036,134500
0905476120,2008,4,1367,-93.6644616,42.0236702,119000
0905477050,2008,1,1347,-93.6618779,42.0244599,107500
0905479110,2008,8,1164,-93.662924,42.022902,125000
0905480150,2008,4,1096,-93.658528,42.022769,79000
0905480240,2008,3,1111,-93.659949,42.02283,95000
0906204150,2008,5,2329,-93.683223,42.031766,262280
0906204280,2008,6,2814,-93.683302,42.033912,260000
0906223110,2008,4,1626,-93.682029,42.03085,226500
0906223140,2008,12,2200,-93.682032,42.031077,225000
0906223220,2008,2,2037,-93.682175,42.030621,229000
0906378190,2008,3,1356,-93.691284,42.025411,177439
0906380030,2008,5,1615,-93.691095,42.025275,248500
0906412010,2008,6,2276,-93.68698,42.027368,475000
0906412050,2008,12,1766,-93.686789,42.027193,395039
0906420130,2008,12,2097,-93.681199,42.029437,228000
0906424010,2008,2,1511,-93.681136,42.030276,225000
0906475100,2008,3,1643,-93.68265129999999,42.0249247,195000
0906476030,2008,5,1688,-93.679198,42.02578099999999,200000
0907126030,2008,8,990,-93.692009,42.021173,155000
0907135020,2008,6,1099,-93.691213,42.01915,144000
0907135260,2008,2,990,-93.691612,42.019153,145000
0907175080,2008,5,1418,-93.690719,42.018501,226001
0907176010,2008,7,1771,-93.689772,42.018786,215700
0907181120,2008,6,1652,-93.690276,42.017423,207500
0907181140,2008,6,1790,-93.690113,42.017517,193000
0907187030,2008,7,1724,-93.688995,42.017914,188000
0907187080,2008,7,1479,-93.689019,42.017766,191000
0907192130,2008,9,1494,-93.691706,42.016276,221000
0907194020,2008,5,1792,-93.689101,42.015974,231500
0907196040,2008,5,1823,-93.688958,42.01626,235000
0907196050,2008,9,1786,-93.68895,42.015949,223500
0907200110,2008,7,938,-93.685742,42.022136,130250
0907201060,2008,11,985,-93.686888,42.021234,149900
0907202010,2008,5,1174,-93.687518,42.018839,158000
0907202160,2008,10,1026,-93.685158,42.019769,147000
0907202190,2008,9,1076,-93.685865,42.020694,143195
0907202240,2008,8,1558,-93.6844,42.02107,163000
0907203090,2008,4,924,-93.684289,42.021275,110000
0907227050,2008,5,864,-93.683158,42.020796,127000
0907227300,2008,1,780,-93.683309,42.020991,124900
0907250020,2008,9,1795,-93.68786,42.018735,230000
0907251090,2008,3,2031,-93.687704,42.018412,237000
0907253060,2008,6,1865,-93.68618900000001,42.018354,235000
0907253110,2008,6,2161,-93.684227,42.018709,230500
0907254020,2008,12,1852,-93.684396,42.017598,230000
0907254090,2008,7,2031,-93.682718,42.018006,222500
0907255020,2008,9,2263,-93.685572,42.01727,287000
0907255030,2008,1,1947,-93.685569,42.017484,274000
0907255060,2008,6,1786,-93.68522,42.018186,300000
0907260010,2008,5,2290,-93.686644,42.016975,255900
0907262030,2008,7,1768,-93.686982,42.016207,224900
0907262060,2008,8,2327,-93.688193,42.016341,240000
0907262070,2008,6,1640,-93.687674,42.014435,183000
0907265100,2008,6,1764,-93.683856,42.016709,207000
0907285080,2008,7,1908,-93.67994,42.017866,210000
0907290150,2008,3,848,-93.681121,42.016277,136500
0907290250,2008,2,848,-93.68369,42.016254000000004,145000
0907295020,2008,4,1493,-93.679505,42.017854,208900
0907295100,2008,7,1838,-93.68031,42.016262,185000
0907405020,2008,12,1536,-93.687825,42.014549,214000
0907405140,2008,2,1710,-93.686931,42.013952,208500
0907412040,2008,6,1445,-93.685207,42.013912,186500
0907412070,2008,4,1436,-93.684451,42.013641,210000
0907412080,2008,9,1582,-93.684397,42.013622,185900
0907412090,2008,1,1234,-93.684343,42.013603,179900
0907418010,2008,2,1564,-93.68343499999999,42.015975,218836
0907418040,2008,6,1361,-93.68343499999999,42.015368,193000
0907420080,2008,10,1456,-93.6838447,42.0138316,189000
0907425010,2008,5,848,-93.683127,42.015927,149300
0907425015,2008,5,848,-93.682991,42.015927,141000
0907425030,2008,1,848,-93.681436,42.016121,149000
0907425035,2008,6,848,-93.681401,42.016122,144500
0908102030,2008,5,796,-93.67830300000001,42.01974999999999,85000
0908102040,2008,9,2200,-93.678304,42.019937,145900
0908102140,2008,4,1092,-93.677551,42.020905,123000
0908102260,2008,6,1256,-93.677407,42.021244,147500
0908103260,2008,4,1033,-93.673447,42.019997,165000
0908103280,2008,5,1127,-93.673571,42.019996,135000
0908127120,2008,7,996,-93.673137,42.02099,108000
0908128050,2008,4,1181,-93.671443,42.019861,137500
0908128110,2008,7,1656,-93.672408,42.018991,165400
0908151040,2008,11,1117,-93.675294,42.018852,147000
0908152110,2008,2,1398,-93.675173,42.018912,160500
0908152270,2008,6,1132,-93.673251,42.01883,176000
0908154080,2008,7,3820,-93.67558199999999,42.01738599999999,284700
0908154235,2008,1,5642,-93.674898,42.016804,160000
0908186040,2008,6,1072,-93.670627,42.018898,148000
0908201100,2008,6,1152,-93.665043,42.020483,82000
0908201110,2008,6,1152,-93.6649923,42.0202945,82000
0908201120,2008,9,1440,-93.6653819,42.020394,118000
0908204160,2008,7,1152,-93.665562,42.019544,82500
0908225170,2008,5,784,-93.661895,42.020112,91900
0908226120,2008,1,1053,-93.660115,42.021582,120000
0908250040,2008,4,1137,-93.664925,42.01797,96000
0908250090,2008,5,930,-93.665829,42.017962,99000
0908275130,2008,5,1200,-93.66450599999999,42.0198028,130500
0908275180,2008,5,1470,-93.663479,42.019959,135000
0908275280,2008,4,1393,-93.66345,42.018541,135500
0908276140,2008,11,1204,-93.661763,42.017874,100000
0909100150,2008,6,1292,-93.6558,42.02224,108000
0909100170,2008,4,864,-93.656681,42.022238,98000
0909101060,2008,9,864,-93.656735,42.022089,67000
0909101180,2008,3,1716,-93.655851,42.0214496,135900
0909131170,2008,3,1482,-93.64856,42.019986,140000
0909175050,2008,7,2192,-93.65181,42.018715,179500
0909175100,2008,6,1694,-93.651785,42.017413,136500
0909177120,2008,4,1424,-93.651635,42.017083,168000
0909201110,2008,11,1964,-93.647024,42.019272,130000
0909250040,2008,5,2601,-93.646748,42.019092,189000
0909250230,2008,7,1920,-93.648411,42.019005,161900
0909251080,2008,7,1316,-93.646438,42.01791,145000
0909251090,2008,9,2555,-93.646438,42.017834,191000
0909252110,2008,3,1680,-93.6447083,42.0176853,177000
0909252220,2008,1,1264,-93.646288,42.01789,147500
0909253190,2008,4,790,-93.64842,42.016887,91000
0909254050,2008,6,1512,-93.6447134,42.0168678,231000
0909256060,2008,3,1639,-93.646735,42.016072,115000
0909275040,2008,6,1603,-93.64288599999999,42.019833,138000
0909275050,2008,2,1502,-93.642821,42.019617,149000
0909276170,2008,8,1660,-93.641405,42.018443,188700
0909277040,2008,7,1938,-93.63962,42.018888,198000
0909277070,2008,3,1374,-93.639497,42.018766,110000
0909281030,2008,5,1091,-93.639467,42.017528,104000
0909281110,2008,6,1873,-93.641084,42.016769,257076
0909282030,2008,5,3447,-93.642597,42.01601,381000
0909425010,2008,5,1954,-93.643378,42.015667,311500
0909425085,2008,4,2161,-93.64293,42.014567,263400
0909428170,2008,4,1898,-93.640311,42.012638,236500
0909428190,2008,11,1640,-93.640293,42.012488,224000
